no,Time 秒,UserID/MemID,設置點,緯度,經度,BPL UID
694,2/9/2022 7:06:52 PM,Ucdfa0f2c4d63746185972bd203584c33,魚月民宿,23.5371,119.60395,247430
695,2/9/2022 7:07:18 PM,U7a89fa99cb80c8496590501db322b56c,希望天地珊瑚珍珠,23.56519326,119.5675032,247432
696,2/9/2022 7:17:52 PM,U6368c5aa5f76abbfc284f5224f2ae22a,祥馨鮮鮮果舖,23.57336,119.57256,247450
697,2/9/2022 7:30:36 PM,Ud9bb98b05c38c0ea8d09f297d07b2276,澎湖機場站,23.55976476,119.6294864,247468
698,2/9/2022 7:32:58 PM,U90aa7d9aa32ab7c5d0d35d0872b10286,真鮮味小吃部,119.56491,119.56929,247477
699,2/9/2022 7:48:00 PM,U35f840c54ee263928f8f672f5273082e,金醬府,23.56734,119.5729,247532
700,2/9/2022 8:05:25 PM,U06d6966af476ff8ac22df66626410381,High wave pizza,23.56532,119.56466,247571
701,2/9/2022 8:30:27 PM,Uceede1d34b5792bd462eec9bc478217e,提樂茶飲專賣店,23.56668,119.5654,247644
702,2/9/2022 8:52:54 PM,U181657e7c3044a6c151f5554c2de1613,漁夫才哥企業社,23.58167831,119.638447,247705
703,2/9/2022 9:02:58 PM,U6594f5623ade5662784accad1314115c,小隱鍋,23.56759,119.56704,247724
704,2/9/2022 9:03:40 PM,Udf84da45a09c16e48b52336fd5d9d179,峰鮮宴隱市食堂,23.56359,119.5808,247728
705,2/9/2022 9:07:20 PM,U6d1b2af10fd5ed87fa93e0565cb66e7b,芳遠水果行,23.56751,119.56721,247735
706,2/9/2022 9:10:07 PM,U6368c5aa5f76abbfc284f5224f2ae22a,麻古茶坊(澎湖馬公三民店),23.5669,119.56854,247738
707,2/9/2022 9:12:13 PM,U6594f5623ade5662784accad1314115c,馬路益燒肉飯,23.56596,119.56523,247743
708,2/9/2022 9:21:32 PM,U818fd6da9a2a8e5b11cf9562a14849d0,蒙地卡羅咖啡館,23.56733,119.56683,247764
709,2/9/2022 9:21:35 PM,U58001d9adfe8f94262b41bcaf841093b,劉正港檸檬汁-中華店,23.57204,119.57574,247766
710,2/9/2022 9:24:58 PM,U58001d9adfe8f94262b41bcaf841093b,御私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,247768
711,2/9/2022 9:32:33 PM,U964abc9d948bfeafba4e573c12b14365,鑫億海產行 (頂級干貝醬&名產),23.56648,119.56535,247793
712,2/9/2022 9:38:54 PM,U6368c5aa5f76abbfc284f5224f2ae22a,天津蔥抓餅,23.57431,119.5792,247805
713,2/9/2022 9:51:48 PM,U6368c5aa5f76abbfc284f5224f2ae22a,滷底撈-澎湖店,23.56499,119.58107,247843
714,2/9/2022 9:59:04 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,247864
715,2/9/2022 10:19:53 PM,Ubd14cefc1682ba6ea76aec6c8e0cb0ba,6號香q雞蛋仔,23.57223,119.57733,247907
716,2/9/2022 10:48:08 PM,U38c7bdd36eb764384f5a6071a362651f,艾瑪24小時自助洗衣,23.56808,119.56749,247945
717,2/9/2022 11:00:16 PM,U98f13216a0ae815869d88ee48bf116ef,西衛東站,23.57962804,119.579235,247961
718,2/9/2022 11:13:56 PM,U1533b24c18a3e1f1479bdb79969431d9,麻古茶坊(澎湖馬公三民店),23.5669,119.56854,247972
719,2/9/2022 11:45:57 PM,U181657e7c3044a6c151f5554c2de1613,回億小時候飲料店-湖西店,23.5847,119.66037,247984
720,2/10/2022 12:19:33 AM,U317cec3c5157e6f8bb09cfb3a514f5cc,四季肉圓專賣店,23.57334,119.57233,248002
721,2/10/2022 7:49:29 AM,Ua5d612b844f3c29bede3e6e5528797f5,澎湖機場-服務中心,23.56111,119.62994,248062
722,2/10/2022 8:44:45 AM,U6594f5623ade5662784accad1314115c,欣欣麵食館,23.58453,119.65867,248106
723,2/10/2022 9:05:49 AM,U6594f5623ade5662784accad1314115c,榕徽嬤?吃吃喝喝,23.56909,119.59924,248131
724,2/10/2022 9:37:30 AM,Ubb7bd782fd5337514c1d85df38fbdfdf,城市漢堡(陽明店),23.57353,119.57214,248176
725,2/10/2022 10:01:37 AM,U41cdbf64df0886d0acae01076f860cb9,尚旺童裝,23.57226651,119.5710093,248214
726,2/10/2022 10:13:56 AM,U05acef925dad7cbfa0cca1762f4aa64d,6號香q雞蛋仔,23.57223,119.57733,248233
727,2/10/2022 10:47:15 AM,Udc2acab56b09deeed9ec2d76a1fd169e,媽宮海產行到了！,23.56491,119.56533,248278
728,2/10/2022 10:57:49 AM,U52dda63b2259abe4e296d037a82e729a,元太、百世多麗站,23.56323772,119.5838793,248292
729,2/10/2022 11:04:47 AM,Ub248b130077deabae7f715d3c6eac3f9,紐西蘭牛排館,23.57295,119.57542,248298
730,2/10/2022 11:04:51 AM,U52dda63b2259abe4e296d037a82e729a,馬公漁港1,23.56268,119.56486,248300
731,2/10/2022 11:31:06 AM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,麥軒活力站,23.57145,119.57228,248358
732,2/10/2022 11:37:53 AM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,阿鳳牛肉河粉,23.57142,119.57239,248369
733,2/10/2022 11:43:48 AM,U3dc4122ffdd99c7b1151c06b6570112f,回億小時候飲料店-湖西店,23.5847,119.66037,248386
734,2/10/2022 11:46:47 AM,U898548b221dd0e23c4624e82ccaf6fb4,小小間,23.57003,119.56901,248393
735,2/10/2022 11:49:00 AM,U863b8cae579201d96dab41d5e002a5a3,呷飽飽燒烤屋,23.57558,119.58025,248402
736,2/10/2022 11:49:25 AM,U3dc4122ffdd99c7b1151c06b6570112f,壹咖啡-湖西店,23.58463,119.6588,248406
737,2/10/2022 11:49:34 AM,U1533b24c18a3e1f1479bdb79969431d9,日香美食坊歡迎您～,23.57466,119.5768,248408
738,2/10/2022 12:11:35 PM,U1533b24c18a3e1f1479bdb79969431d9,曾記滿福堂擔仔麵,23.57406,119.57323,248484
739,2/10/2022 12:14:00 PM,Uac8f1738516975144175970d61cd80a6,沐一日式豬排專賣店,23.57319,119.57316,248496
740,2/10/2022 12:23:40 PM,U1f2baccfa1b2d88b8f29575722fb2121,城市漢堡(陽明店),23.57353,119.57214,248525
741,2/10/2022 12:26:46 PM,U69b0447bac1e28d81d936460bb471e45,城市漢堡(陽明店),23.57353,119.57214,248530
742,2/10/2022 12:31:22 PM,Ubaf58e50e1a0f6cf64739737b2398b0f,海島海產大賣場,23.56576883,119.5655136,248543
743,2/10/2022 12:32:05 PM,U1533b24c18a3e1f1479bdb79969431d9,嚐香聚牛肉麵,23.57425,119.57308,248545
744,2/10/2022 12:33:46 PM,Ua5d612b844f3c29bede3e6e5528797f5,小8三色地瓜球,23.57129,119.57286,248554
745,2/10/2022 12:35:12 PM,Ua5d612b844f3c29bede3e6e5528797f5,小林包子饅頭店,23.5685,119.56895,248560
746,2/10/2022 12:42:35 PM,Ubf9613667a2d109d9f26efb31b8cc1e3,秋禾家和風創意料理,23.56187,119.58124,248592
747,2/10/2022 12:48:40 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,玻玻飲食店,23.57971,119.57924,248598
748,2/10/2022 1:02:46 PM,U69b0447bac1e28d81d936460bb471e45,麻古茶坊(澎湖馬公三民店),23.5669,119.56854,248661
749,2/10/2022 1:13:58 PM,U32feac0eacd5677c10fa267641ba3d30,藝創空間,23.5772,119.5706,248704
750,2/10/2022 1:17:35 PM,U1f2baccfa1b2d88b8f29575722fb2121,岩質咖啡,23.56646069,119.5790493,248711
751,2/10/2022 1:17:36 PM,U1f2baccfa1b2d88b8f29575722fb2121,澎湖海洋地質公園中心,23.56633846,119.5787976,248712
752,2/10/2022 1:28:16 PM,U69b0447bac1e28d81d936460bb471e45,澎湖海洋地質公園中心(1F),23.56642,119.57891,248767
753,2/10/2022 1:31:50 PM,U863b8cae579201d96dab41d5e002a5a3,日式威廉澎科大店,23.57537,119.57437,248785
754,2/10/2022 2:01:33 PM,Ubf9613667a2d109d9f26efb31b8cc1e3,cama caf?澎湖店,23.56284,119.56535,248856
755,2/10/2022 2:08:52 PM,U818fd6da9a2a8e5b11cf9562a14849d0,抓包．馬公分店,23.5729,119.57694,248875
756,2/10/2022 2:19:53 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,多那之澎湖店,23.56483,119.56537,248910
757,2/10/2022 2:21:22 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,6號香q雞蛋仔,23.57223,119.57733,248916
758,2/10/2022 2:31:46 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,希望天地珊瑚珍珠,23.56519326,119.5675032,248940
759,2/10/2022 2:33:21 PM,U767c929cfdef8c63d2553acdc718a526,御私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,248951
760,2/10/2022 2:39:28 PM,U58001d9adfe8f94262b41bcaf841093b,富山檀香澎湖分店,23.56926,119.58546,248987
761,2/10/2022 2:42:07 PM,Ubf9613667a2d109d9f26efb31b8cc1e3,澎科大進修推廣部,23.57415,119.58149,248997
762,2/10/2022 2:51:28 PM,U50284f2fcdf83512e9e4968a77e2a672,最愛小米甜甜圈,23.58469,119.66216,249048
763,2/10/2022 2:57:59 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,芳遠水果行,23.56751,119.56721,249083
764,2/10/2022 3:01:46 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,文化路蔥油餅,23.56825,119.56753,249100
765,2/10/2022 3:08:41 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,御私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,249124
766,2/10/2022 3:27:38 PM,U67a7a0290b58d9e0f8cff519fe54860b,奶油蝴蝶烘焙坊,23.57647,119.57387,249228
767,2/10/2022 3:28:23 PM,U54d5e3f6e7f2d29a5a7200b210fe4892,尚旺童裝,23.57226651,119.5710093,249231
768,2/10/2022 3:29:20 PM,U98d0d675417375da1eea4c4bd7cdb2e9,6號香q雞蛋仔,23.57223,119.57733,249236
769,2/10/2022 3:30:50 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,大本商行-台灣運彩,23.57368,119.57247,249238
770,2/10/2022 3:33:13 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,招柴莉莉,23.57278,119.57504,249248
771,2/10/2022 3:34:13 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,爬格子樂器行,23.57154,119.5739,249252
772,2/10/2022 3:49:49 PM,Ua3939a175af1ebc9979229dc604647ec,茶的魔手,23.57178,119.57055,249309
773,2/10/2022 3:52:49 PM,U3bef99915c174d00c8771be3302bef5d,澎湖海洋地質公園中心(地下室),23.56642,119.57891,249319
774,2/10/2022 3:53:22 PM,U50284f2fcdf83512e9e4968a77e2a672,衣速洗24H自助洗衣,23.5634,119.58079,249323
775,2/10/2022 3:54:08 PM,Ua3939a175af1ebc9979229dc604647ec,大本商行-台灣運彩,23.57368,119.57247,249326
776,2/10/2022 3:56:55 PM,U67a7a0290b58d9e0f8cff519fe54860b,O le pain 喔！麵包,23.57111,119.57982,249337
777,2/10/2022 3:59:28 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,嚐香聚牛肉麵,23.57425,119.57308,249343
778,2/10/2022 4:02:12 PM,Ua3939a175af1ebc9979229dc604647ec,葉子的店,23.57429,119.57824,249357
779,2/10/2022 4:26:56 PM,Ua3939a175af1ebc9979229dc604647ec,夫妻臉料理,23.57451,119.58085,249444
780,2/10/2022 5:19:32 PM,U980b777af61d81386b425fd47e220136,提樂茶飲專賣店,23.56668,119.5654,249602
781,2/10/2022 5:22:18 PM,Ud9f189e6e4cbc8628e6994a3adc90939,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,249614
782,2/10/2022 5:54:29 PM,Ud9f189e6e4cbc8628e6994a3adc90939,多那之澎湖店,23.56483,119.56537,249708
783,2/10/2022 5:56:37 PM,Uc90a03dc5c8efd275ba07ee176e23375,多那之澎湖店,23.56483,119.56537,249718
784,2/10/2022 5:57:46 PM,U9cacbab869f82d21cfb11584e3c73299,岩田丼屋歡迎您！,23.57708,119.57257,249727
785,2/10/2022 6:04:23 PM,U6368c5aa5f76abbfc284f5224f2ae22a,御私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,249752
786,2/10/2022 6:05:16 PM,U7676d997af8f09860c497735040717d5,滷底撈-澎湖店,23.56499,119.58107,249755
787,2/10/2022 6:11:10 PM,U7a89fa99cb80c8496590501db322b56c,小鴨鴨童鞋,23.57338,119.57225,249773
788,2/10/2022 6:14:11 PM,U3bef99915c174d00c8771be3302bef5d,抓包．馬公分店,23.5729,119.57694,249785
789,2/10/2022 6:28:10 PM,Uab0c17a03c299ff3beb9c2815e87e385,御私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,249810
790,2/10/2022 6:28:22 PM,Uab0c17a03c299ff3beb9c2815e87e385,小隱鍋,23.56759,119.56704,249812
791,2/10/2022 6:33:55 PM,Uab0c17a03c299ff3beb9c2815e87e385,海島海產大賣場,23.56576883,119.5655136,249822
792,2/10/2022 6:44:45 PM,U693d1863fb9246c18b3c343431fbad42,茶湯會澎湖中正店,23.56522,119.56522,249847
793,2/10/2022 6:46:40 PM,U693d1863fb9246c18b3c343431fbad42,金玉堂文具批發廣場,23.56544,119.56548,249857
794,2/10/2022 6:55:36 PM,U7a89fa99cb80c8496590501db322b56c,桃太郎日式料理,23.56613,119.56468,249891
795,2/10/2022 7:02:59 PM,U7a89fa99cb80c8496590501db322b56c,鯨 鯊威瑪,23.5667,119.56479,249930
796,2/10/2022 7:10:14 PM,U7a89fa99cb80c8496590501db322b56c,小小間,23.57003,119.56901,249961
797,2/10/2022 7:11:01 PM,U7a89fa99cb80c8496590501db322b56c,茶的魔手,23.57178,119.57055,249964
798,2/10/2022 7:19:34 PM,Ud0855c645710344a6f1db42868300fb2,曾記滿福堂擔仔麵,23.57406,119.57323,250003
799,2/10/2022 7:25:20 PM,U954f8e628b485f2c105b7e035639650b,6號香q雞蛋仔,23.57223,119.57733,250021
800,2/10/2022 7:29:50 PM,Udf84da45a09c16e48b52336fd5d9d179,漁世界釣具店,23.56585,119.56882,250032
801,2/10/2022 7:38:43 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,秋喜肉蛋吐司,23.56867,119.5675,250047
802,2/10/2022 7:40:10 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,小小間,23.57003,119.56901,250050
803,2/10/2022 7:44:40 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,日香美食坊歡迎您～,23.57466,119.5768,250077
804,2/10/2022 7:57:23 PM,Ue7237672494c6a4bbebedf37072e668a,芳遠水果行,23.56751,119.56721,250127
805,2/10/2022 8:06:44 PM,Uab0c17a03c299ff3beb9c2815e87e385,好一間客棧,23.58137,119.58146,250160
806,2/10/2022 8:28:47 PM,U549d83ded5aae205862d9454360f140e,壹咖啡,23.56336,119.56491,250272
807,2/10/2022 8:47:30 PM,U549d83ded5aae205862d9454360f140e,小8三色地瓜球,23.57129,119.57286,250345
808,2/10/2022 9:18:35 PM,U964abc9d948bfeafba4e573c12b14365,6號香q雞蛋仔,23.57223,119.57733,250439
809,2/10/2022 9:21:57 PM,Uc6ca45181f84f93c8037448e8d1945cd,巴適麻辣鍋,23.57185,119.58141,250448
810,2/10/2022 9:29:51 PM,U1b7003bab2aaf402832cd6851b431769,小鴨鴨童鞋,23.57338,119.57225,250467
811,2/10/2022 9:35:05 PM,U6368c5aa5f76abbfc284f5224f2ae22a,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,250483
812,2/10/2022 9:37:59 PM,U6368c5aa5f76abbfc284f5224f2ae22a,沐一日式豬排專賣店,23.57319,119.57316,250495
813,2/10/2022 9:39:18 PM,U6368c5aa5f76abbfc284f5224f2ae22a,東奇五金百貨,23.57303,119.57276,250501
814,2/10/2022 9:41:37 PM,U8f52791ff4dff75591e39c111c4859e1,晒食光餐飲店,23.56639,119.56396,250512
815,2/10/2022 9:59:58 PM,U410a9008b1cf495925182f84ce1f204e,夏天茶飲,23.57184,119.57075,250564
816,2/10/2022 11:01:00 PM,U38c7bdd36eb764384f5a6071a362651f,飛特潛艦Victor Johni’R,23.56737,119.56745,250682
817,2/10/2022 11:05:51 PM,U38c7bdd36eb764384f5a6071a362651f,小小間,23.57003,119.56901,250694
818,2/10/2022 11:12:06 PM,U38c7bdd36eb764384f5a6071a362651f,夏天茶飲,23.57184,119.57075,250704
819,2/10/2022 11:28:22 PM,U38c7bdd36eb764384f5a6071a362651f,阿鳳牛肉河粉,23.57142,119.57239,250724
820,2/11/2022 12:54:30 AM,U154bd291a178d1a0c85e1957dd0212bd,小小間,23.57003,119.56901,250806
821,2/11/2022 12:55:46 AM,U154bd291a178d1a0c85e1957dd0212bd,美味登場飯麵館,23.56881,119.57029,250811
822,2/11/2022 8:24:59 AM,U56b1be03cd0560827b6add4d4590b750,中正堂,23.56384724,119.5606614,251070
823,2/11/2022 8:30:56 AM,U10cdb9ced321caf827f16495732413d6,茶的魔手,23.57178,119.57055,251087
824,2/11/2022 9:25:46 AM,U954f8e628b485f2c105b7e035639650b,澎湖 朝陽路肉圓,23.57339,119.57697,251207
825,2/11/2022 9:42:36 AM,U0d5a39ecd31b0b2b63f941e2d03cb796,浣熊洗衣店,23.57425,119.57357,251246
826,2/11/2022 10:32:17 AM,Ud12b72cb97ad69f841efe9b974ffdbe1,澎湖機場-服務中心,23.56111,119.62994,251378
827,2/11/2022 10:32:18 AM,Uc6b4e7313c173c3dea880730c6be0fbe,6號香q雞蛋仔,23.57223,119.57733,251379
828,2/11/2022 10:44:40 AM,Uc6b4e7313c173c3dea880730c6be0fbe,澎湖機場站,23.55976476,119.6294864,251409
829,2/11/2022 10:59:04 AM,U7a89fa99cb80c8496590501db322b56c,澎湖 朝陽路肉圓,23.57339,119.57697,251455
830,2/11/2022 11:12:42 AM,Ue573c8328a00a6bb23fec48a3b747101,漁世界釣具店,23.56585,119.56882,251514
831,2/11/2022 11:28:49 AM,U7a89fa99cb80c8496590501db322b56c,葉子的店,23.57429,119.57824,251565
832,2/11/2022 11:33:55 AM,U58001d9adfe8f94262b41bcaf841093b,登峰藝品行(登峰特產行),23.56505,119.56522,251580
833,2/11/2022 11:42:00 AM,U58001d9adfe8f94262b41bcaf841093b,出櫃茶飲連鎖專賣店,23.56525,119.56726,251604
834,2/11/2022 11:46:28 AM,U58001d9adfe8f94262b41bcaf841093b,元太、百世多麗站,23.56323772,119.5838793,251620
835,2/11/2022 12:13:20 PM,Uf76a6f0b17ea0705968331434988e564,紐西蘭牛排館,23.57295,119.57542,251702
836,2/11/2022 12:14:12 PM,U35f840c54ee263928f8f672f5273082e,小隱鍋,23.56759,119.56704,251708
837,2/11/2022 12:30:21 PM,U835eee6a73565b69ee7c7c4a10818899,小隱鍋,23.56759,119.56704,251786
838,2/11/2022 12:33:19 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,小門鯨魚洞站,23.65265094,119.5174826,251808
839,2/11/2022 12:33:43 PM,U83a795c9bbe7e2600837384f0bc0f999,榕徽嬤?吃吃喝喝,23.56909,119.59924,251810
840,2/11/2022 12:54:19 PM,U154bd291a178d1a0c85e1957dd0212bd,出櫃茶飲連鎖專賣店,23.56525,119.56726,251884
841,2/11/2022 12:54:27 PM,U38c7bdd36eb764384f5a6071a362651f,茶的魔手,23.57178,119.57055,251887
842,2/11/2022 1:02:45 PM,Uac8f1738516975144175970d61cd80a6,維根生活,23.57098,119.57226,251927
843,2/11/2022 1:03:54 PM,Uac8f1738516975144175970d61cd80a6,赤崁海產行,23.57061,119.57209,251934
844,2/11/2022 1:04:49 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,大家加油站,23.5695,119.58327,251939
845,2/11/2022 1:07:55 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,6號香q雞蛋仔,23.57223,119.57733,251953
846,2/11/2022 1:10:04 PM,U317cec3c5157e6f8bb09cfb3a514f5cc,自由塔,23.56993769,119.5713121,251959
847,2/11/2022 1:12:18 PM,Ue27028025057a63c1353fc5b15c117a8,青灣餐廳,23.52903,119.55413,251966
848,2/11/2022 1:15:28 PM,Ua23e2340bb78ae1f35b2a7cad97cbce0,澎湖機場站,23.55976476,119.6294864,251984
849,2/11/2022 1:21:50 PM,U7a89fa99cb80c8496590501db322b56c,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,252018
850,2/11/2022 1:26:05 PM,U7a89fa99cb80c8496590501db322b56c,菲菲檸檬,23.57352,119.57246,252038
851,2/11/2022 1:35:38 PM,Ua23e2340bb78ae1f35b2a7cad97cbce0,澎湖機場-服務中心,23.56111,119.62994,252083
852,2/11/2022 2:01:26 PM,U7a89fa99cb80c8496590501db322b56c,蔚藍海澎湖民宿,23.56932,119.5985,252181
853,2/11/2022 2:01:36 PM,U6368c5aa5f76abbfc284f5224f2ae22a,提樂茶飲專賣店,23.56668,119.5654,252186
854,2/11/2022 2:02:47 PM,U6368c5aa5f76abbfc284f5224f2ae22a,熊掌心健康果茶,23.56358,119.56499,252190
855,2/11/2022 2:08:08 PM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,奶油蝴蝶烘焙坊,23.57647,119.57387,252207
856,2/11/2022 2:23:47 PM,U58001d9adfe8f94262b41bcaf841093b,小熊與樹小熊燒馬公店,23.56762,119.58277,252263
857,2/11/2022 3:23:56 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,爬格子樂器行,23.57154,119.5739,252475
858,2/11/2022 4:01:42 PM,U22810a86bf6c88e1580fc68bb22cc23c,秋喜肉蛋吐司,23.56867,119.5675,252599
859,2/11/2022 4:19:50 PM,U3bef99915c174d00c8771be3302bef5d,曾記滿福堂擔仔麵,23.57406,119.57323,252675
860,2/11/2022 4:20:51 PM,U3bef99915c174d00c8771be3302bef5d,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,252678
861,2/11/2022 4:21:46 PM,U549d83ded5aae205862d9454360f140e,外垵福氣刈包,23.56469,119.47946,252684
862,2/11/2022 4:25:52 PM,U98d0d675417375da1eea4c4bd7cdb2e9,Mr.大雞,23.57226,119.57626,252701
863,2/11/2022 4:57:14 PM,U58001d9adfe8f94262b41bcaf841093b,新巴適經典麻辣鍋,23.57179,119.57882,252842
864,2/11/2022 5:16:41 PM,U58001d9adfe8f94262b41bcaf841093b,O le pain 喔！麵包,23.57111,119.57982,252909
865,2/11/2022 5:17:42 PM,Ub7e7400468a94c97e7aa9a4e08c88981,阿鳳牛肉河粉,23.57142,119.57239,252920
866,2/11/2022 5:25:53 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,小小間,23.57003,119.56901,252965
867,2/11/2022 5:35:19 PM,U50284f2fcdf83512e9e4968a77e2a672,新巴適經典麻辣鍋,23.57179,119.57882,253004
868,2/11/2022 5:35:46 PM,U78abaddc12fb13da74ea5cf110c3e776,新興家居館,23.57287,119.57197,253006
869,2/11/2022 5:35:53 PM,U22810a86bf6c88e1580fc68bb22cc23c,秀秀蔥大餅,23.5764,119.57411,253008
870,2/11/2022 5:40:33 PM,U2c8b6029144a9ebb397a0994b467d2b9,純意居蔬食超市,23.57356,119.57634,253031
871,2/11/2022 5:44:53 PM,U6368c5aa5f76abbfc284f5224f2ae22a,小小間,23.57003,119.56901,253060
872,2/11/2022 5:48:33 PM,U9d74e50af944020a75cdc3d1928eddee,找食間,23.57331,119.56867,253088
873,2/11/2022 6:08:26 PM,U410a9008b1cf495925182f84ce1f204e,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,253193
874,2/11/2022 6:13:39 PM,U3bef99915c174d00c8771be3302bef5d,日香美食坊歡迎您～,23.57466,119.5768,253217
875,2/11/2022 6:15:00 PM,U6d1b2af10fd5ed87fa93e0565cb66e7b,天津蔥抓餅,23.57431,119.5792,253220
876,2/11/2022 6:25:39 PM,U549d83ded5aae205862d9454360f140e,小隱鍋,23.56759,119.56704,253249
877,2/11/2022 6:26:25 PM,Ud12b72cb97ad69f841efe9b974ffdbe1,澎湖機場-智販機,23.56005046,119.62954,253256
878,2/11/2022 6:28:07 PM,U7a89fa99cb80c8496590501db322b56c,品川元麻辣串串,23.56319,119.59046,253269
879,2/11/2022 6:50:10 PM,U1f2baccfa1b2d88b8f29575722fb2121,澎漁宴餐廳,23.56625705,119.5690162,253345
880,2/11/2022 7:11:04 PM,Uc6b4e7313c173c3dea880730c6be0fbe,小隱鍋,23.56759,119.56704,253425
881,2/11/2022 7:37:31 PM,U181657e7c3044a6c151f5554c2de1613,衣速洗24H自助洗衣,23.5634,119.58079,253550
882,2/11/2022 8:35:38 PM,U1533b24c18a3e1f1479bdb79969431d9,提樂茶飲專賣店,23.56668,119.5654,253750
883,2/11/2022 9:07:54 PM,U6368c5aa5f76abbfc284f5224f2ae22a,北海道海產專賣店,23.56637,119.56886,253863
884,2/11/2022 9:12:22 PM,U8f52791ff4dff75591e39c111c4859e1,夏天茶飲,23.57184,119.57075,253885
885,2/11/2022 9:32:01 PM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,As米 HAIR,23.5667,119.56705,253957
886,2/11/2022 9:40:42 PM,U16884c894357fdf20860f6ecee558d7f,High wave pizza,23.56532,119.56466,253981
887,2/11/2022 10:55:30 PM,U1533b24c18a3e1f1479bdb79969431d9,三ㄚ店&潮style,23.56705,119.56538,254110
888,2/11/2022 11:15:33 PM,Uc31b6630118080fe58e0cf134b3b4124,弗洛伊得飲酒店,23.56755,119.56811,254133
889,2/11/2022 11:18:28 PM,U75559c3a5e306d3cdf5a9e3dbd88febf,夯小管燒x雞蛋糕,23.56476,119.58144,254138
890,2/11/2022 11:47:54 PM,Ue573c8328a00a6bb23fec48a3b747101,西衛東站,23.57962804,119.579235,254164
891,2/12/2022 6:49:00 AM,U154bd291a178d1a0c85e1957dd0212bd,澎湖樂晨早午餐,23.57313,119.57701,254384
892,2/12/2022 9:15:38 AM,U06d6966af476ff8ac22df66626410381,滷12滷肉飯,23.57295,119.57385,254528
893,2/12/2022 11:08:20 AM,Ubd14cefc1682ba6ea76aec6c8e0cb0ba,郭家炒滷味,23.5673,119.56651,254719
894,2/12/2022 11:29:24 AM,Ucdba1bf15e1eb63bbe2a6bc301d768d0,晒食光餐飲店,23.56639,119.56396,254761
895,2/12/2022 11:54:12 AM,U27e792bde252a0c0b2fe83aabdf6ff66,澎湖機場站,23.55976476,119.6294864,254825
896,2/12/2022 11:54:46 AM,U2bb1bde145575604c370bfef37a865ad,白灣景觀餐廳,23.56154,119.64737,254827
897,2/12/2022 11:59:53 AM,U27e792bde252a0c0b2fe83aabdf6ff66,澎湖機場-服務中心,23.56111,119.62994,254840
898,2/12/2022 12:06:23 PM,Uc31b6630118080fe58e0cf134b3b4124,瑞師父海菜煎餅,23.56579,119.56542,254871
899,2/12/2022 1:09:27 PM,U1f2b4b1bec2ce6ae1a36b1d0ff6a886e,阿姨仙人掌冰,23.65683,119.55745,255089
900,2/12/2022 1:23:12 PM,U549d83ded5aae205862d9454360f140e,原豆工坊咖啡專賣店,23.56409,119.56508,255140
901,2/12/2022 1:30:34 PM,U898548b221dd0e23c4624e82ccaf6fb4,拾捌度C鮮果茶飲站,23.57436,119.5795,255168
902,2/12/2022 1:59:12 PM,Ud12b72cb97ad69f841efe9b974ffdbe1,澎福食品行,23.58479347,119.6631239,255264
903,2/12/2022 2:18:05 PM,U1533b24c18a3e1f1479bdb79969431d9,日式威廉澎科大店,23.57537,119.57437,255340
904,2/12/2022 2:37:31 PM,U35f840c54ee263928f8f672f5273082e,茶的魔手,23.57178,119.57055,255393
905,2/12/2022 2:42:52 PM,U1533b24c18a3e1f1479bdb79969431d9,霸味薑母鴨,23.5705,119.57567,255415
